ID,Dateiname,Kapitel,Ordner,Sektion,Jahr,Technik,Maße,Preis,Verfügbarkeit,Text
WG-09-061,WG-Skizze-1991-1995-49.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1991,Skizze,—,,,
WG-09-062,WG-Skizze-1991-1995-96.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1991,Skizze,—,,,
WG-09-063,WG-Skizze-1991-1995-97.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1991,Skizze,—,,,
WG-09-064,WG-Tuscheskizze-2001-03.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,2001,Tuschezeichnung,—,,,
WG-09-065,WG-Tuschezeichnung-1993-31.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1993,Tuschezeichnung,—,,,
WG-09-066,WG-Tuschezeichnung-1993-32.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1993,Tuschezeichnung,—,,,
WG-09-067,WG-Tuschezeichnung-1994-50.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1994,Tuschezeichnung,—,,,
WG-09-068,WG-Tuschezeichnung-1994-51.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1994,Tuschezeichnung,—,,,
WG-09-069,WG-Tuschezeichnung-1994-52.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1994,Tuschezeichnung,—,,,
WG-09-070,WG-Tuschezeichnung-1994-53.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1994,Tuschezeichnung,—,,,
WG-09-071,WG-Tuschezeichnung-1994-57.jpg,09 90er Jahre,09 90'er Jahre 1992-1994 (Skizzenbuch),Skizzenbuch,1994,Tuschezeichnung,—,,,
WG-09-072,WG-Skizze-1991-1995-91.jpg,09 90er Jahre,09 90'er Jahre 1993 (Spontanes Objekt),Spontanes Objekt,1991,Skizze,—,,,
WG-09-073,WG-Gemaelde-1991-1995-104.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-074,WG-Gemaelde-1991-1995-105.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-075,WG-Gemaelde-1991-1995-106.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-076,WG-Gemaelde-1991-1995-107.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-077,WG-Gemaelde-1991-1995-108.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-078,WG-Gemaelde-1991-1995-109.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-079,WG-Gemaelde-1991-1995-110.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-080,WG-Gemaelde-1991-1995-111.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1991,Aquarell,—,,,
WG-09-081,WG-Tuschezeichnung-1995-08.jpg,09 90er Jahre,09 90'er Jahre 1995 (Obst in Aquarell),Obst in Aquarell,1995,Aquarell,—,,,
WG-09-082,WG-Acryl-1985-13.jpg,09 90er Jahre,09 90'er Jahre 1995 (Ölkreide),Ölkreide,1985,Acrylmalerei,—,,,
WG-09-083,WG-Ölkreide-1995-87.jpg,09 90er Jahre,09 90'er Jahre 1995 (Ölkreide),Ölkreide,1995,Skizze,—,,,
WG-09-084,WG-Ölkreide-1995-88.jpg,09 90er Jahre,09 90'er Jahre 1995 (Ölkreide),Ölkreide,1995,Skizze,—,,,
WG-09-085,WG-Ölkreide-1995-90.jpg,09 90er Jahre,09 90'er Jahre 1995 (Ölkreide),Ölkreide,1995,Skizze,—,,,
WG-09-086,WG-Aquarell-Lofoten-1995-03.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-087,WG-Aquarell-Lofoten-1995-58.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-088,WG-Aquarell-Lofoten-1995-59.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-089,WG-Aquarell-Lofoten-1995-60.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-090,WG-Aquarell-Lofoten-1995-61.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-091,WG-Aquarell-Lofoten-1995-62.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-092,WG-Aquarell-Lofoten-1995-63.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-093,WG-Aquarell-Lofoten-1995-64.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-094,WG-Aquarell-Lofoten-1995-65.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-095,WG-Aquarell-Lofoten-1995-66.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-096,WG-Aquarell-Lofoten-1995-68.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-097,WG-Aquarell-Lofoten-1995-71.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-098,WG-Aquarell-Lofoten-1995-72.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-099,WG-Aquarell-Lofoten-1995-73.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-100,WG-Aquarell-Lofoten-1995-74.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-101,WG-Aquarell-Lofoten-1995-75.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Aquarell,—,,,
WG-09-102,WG-Bleistiftskizze-1995-67.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Skizze,—,,,
WG-09-103,WG-Bleistiftskizze-1995-69.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Skizze,—,,,
WG-09-104,WG-Gemaelde-1991-1995-76.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Ölgemälde,—,,,
WG-09-105,WG-Gemaelde-1991-1995-77.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Ölgemälde,—,,,
WG-09-106,WG-Gemaelde-1991-1995-78.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Ölgemälde,—,,,
WG-09-107,WG-Gemaelde-1991-1995-80.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Ölgemälde,—,,,
WG-09-108,WG-Gemaelde-1991-1995-81.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Ölgemälde,—,,,
WG-09-109,WG-Gemaelde-1991-1995-82.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Ölgemälde,—,,,
WG-09-110,WG-Gemaelde-1998-2001-02.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1998,Ölgemälde,—,,,
WG-09-111,WG-Ölkreide-1995-34.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Skizze,—,,,
WG-09-112,WG-Ölkreide-1995-70.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Skizze,—,,,
WG-09-113,WG-Skizze-1991-1995-42.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-114,WG-Skizze-1991-1995-43.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-115,WG-Skizze-1991-1995-44.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-116,WG-Skizze-1991-1995-45.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-117,WG-Skizze-1991-1995-46.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-118,WG-Skizze-1991-36.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-119,WG-Skizze-1991-38.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Skizze,—,,,
WG-09-120,WG-Skizze-1999-07.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1999,Skizze,—,,,
WG-09-121,WG-Skizze-2001-2003-11.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,2001,Skizze,—,,,
WG-09-122,WG-Tuschezeichnung-1991-33.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Tuschezeichnung,—,,,
WG-09-123,WG-Tuschezeichnung-1991-37.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1991,Tuschezeichnung,—,,,
WG-09-124,WG-Tuschezeichnung-1995-54.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Tuschezeichnung,—,,,
WG-09-125,WG-Tuschezeichnung-1995-79.jpg,09 90er Jahre,09 90'er Jahre 1995 (Skizzen Lofoten),Skizzen Lofoten,1995,Tuschezeichnung,—,,,
WG-10-001,WG-Acryldruck-2002-16.jpg,10 2000er Jahre,10 2000'er Jahre (Grafikdruck),Grafikdruck,2002,Acrylmalerei,—,,,
WG-10-002,WG-Ölgemälde-2002-04.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,2002,Ölgemälde,—,,,
WG-10-003,WG-Ölgemälde-2002.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,2002,Ölgemälde,—,,,
WG-10-004,WG-Ölmalerei-1998-01.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,1998,Ölmalerei,—,,,
WG-10-005,WG-Ölmalerei-1999-03.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,1999,Ölmalerei,—,,,
WG-10-006,WG-Ölmalerei-1999-04.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,1999,Ölmalerei,—,,,
WG-10-007,WG-Ölmalerei-1999-05.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,1999,Ölmalerei,—,,,
WG-10-008,WG-Ölmalerei-2000-06.jpg,10 2000er Jahre,10 2000'er Jahre 1999-2002 (Ölmalerei),Ölmalerei,2000,Ölmalerei,—,,,
WG-10-009,WG-Gemaelde-2002-01.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-010,WG-Gemaelde-2002-02.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-011,WG-Gemaelde-2002-03 Kopie.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-012,WG-Gemaelde-2002-03.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-013,WG-Gemaelde-2002-06 Kopie.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-014,WG-Gemaelde-2002-06.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-015,WG-Gemaelde-2002-07.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-016,WG-Gemaelde-2002-08.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-017,WG-Gemaelde-2002-09.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-018,WG-Gemaelde-2002-10.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-019,WG-Gemaelde-2002-11.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-020,WG-Gemaelde-2002-12.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-021,WG-Gemaelde-2002-14.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-022,WG-Gemaelde-2002-15 Kopie.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-023,WG-Gemaelde-2002-15.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,2002,Ölgemälde,—,,,
WG-10-024,WG-Grafik-1976-1991-55.jpg,10 2000er Jahre,10 2000'er Jahre 2000-2002 (Kreide Acryl Radierung),Kreide Acryl Radierung,1976,Radierung,—,,,
WG-10-025,WG-Aquarell-2001-01.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Aquarell,—,,,
WG-10-026,WG-Aquarell-2001-05.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Aquarell,—,,,
WG-10-027,WG-Aquarell-2001-14.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Aquarell,—,,,
WG-10-028,WG-Aquarell-2001-15.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Aquarell,—,,,
WG-10-029,WG-Aquarell-2001-16.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Aquarell,—,,,
WG-10-030,WG-Aquarell-2003-06.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2003,Aquarell,—,,,
WG-10-031,WG-Aquarell-2003-13.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2003,Aquarell,—,,,
WG-10-032,WG-Aquarell-2005-01.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2005,Aquarell,—,,,
WG-10-033,WG-Aquarell-2007-02.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2007,Aquarell,—,,,
WG-10-034,WG-Gemaelde-2001-2003-02.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Ölgemälde,—,,,
WG-10-035,WG-Skizze-2001-2003-07.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Skizze,—,,,
WG-10-036,WG-Skizze-2001-2003-08.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Skizze,—,,,
WG-10-037,WG-Skizze-2001-2003-09.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Skizze,—,,,
WG-10-038,WG-Skizze-2001-2003-10.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Skizze,—,,,
WG-10-039,WG-Skizze-2001-2003-12.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Skizze,—,,,
WG-10-040,WG-Tuschezeichnung-1994-56.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,1994,Tuschezeichnung,—,,,
WG-10-041,WG-Tuschezeichnung-2001-04.jpg,10 2000er Jahre,10 2000'er Jahre 2001-2007 (Naives Malen),Naives Malen,2001,Tuschezeichnung,—,,,
WG-11-001,WG-Keramik-01.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-002,WG-Keramik-05.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-003,WG-Keramik-06.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-004,WG-Keramik-14.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-005,WG-Keramik-02.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-006,WG-Keramik-03.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-007,WG-Keramik-04.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-008-a,WG-Keramik-10.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-008-b,WG-Keramik-11.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-009,WG-Keramik-09.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-010,WG-Keramik-12.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-011,WG-Keramik-41.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-012,WG-Keramik-20.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-013,WG-Keramik-15.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-014,WG-Keramik-16.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-015,WG-Keramik-17.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-016,WG-Keramik-18.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-017,WG-Keramik-19.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-018,WG-Keramik-21.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-019,WG-Keramik-22.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-020,WG-Keramik-23.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-021,WG-Keramik-24.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-022,WG-Keramik-25.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-023,WG-Keramik-27.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-024,WG-Keramik-28.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-025,WG-Keramik-29.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-026,WG-Keramik-30.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-027,WG-Keramik-34.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-028,WG-Keramik-32.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-029,WG-Keramik-33.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-030,WG-Keramik-31.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-031,WG-Keramik-38.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-032,WG-Keramik-35.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-033,WG-Keramik-36.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-034,WG-Keramik-37.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-035-a,WG-Keramik-39.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-035-b,WG-Keramik-42.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-036-a,WG-Keramik-59.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-036-b,WG-Keramik-61.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-037-a,WG-Keramik-07.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-037-b,WG-Keramik-08.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-038,WG-Keramik-13.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-039,WG-Keramik-43.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-040,WG-Keramik-45.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-041,WG-Keramik-46.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-042-a,WG-Keramik-47.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-042-b,WG-Keramik-52.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-043-a,WG-Keramik-48.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-043-b,WG-Keramik-55.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-044,WG-Keramik-57.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-045-a,WG-Keramik-49.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-045-b,WG-Keramik-50.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-046,WG-Keramik-51.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-047,WG-Keramik-53.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-048,WG-Keramik-54.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-049,WG-Keramik-56.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-050,WG-Keramik-58.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-051,WG-Keramik-62.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-052,WG-Keramik-60.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-053,WG-Keramik-63.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-054,WG-Keramik-65.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-055,WG-Keramik-67.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-11-056,WG-Keramik-66.jpg,11 Keramik,11 Keramik,,—,Keramik,—,,,
WG-x-001,WG-Ölmalerei-1955-01.jpg,x Sonstiges,x 1955 Ölmalerei,1955,1955,Ölmalerei,—,,,
WG-x-002,WG-Mischtechnik-1994-14.jpg,x Sonstiges,x n-a,,1994,Skizze,—,,,
WG-x-003,WG-Tuschezeichnung-1976-00.jpg,x Sonstiges,x n-a,,1976,Tuschezeichnung,—,,,
